2017.12.19,03:00,1.17827,1.17839,1.17760,1.17818,3102
2017.12.19,04:00,1.17819,1.17886,1.17798,1.17863,3004
2017.12.19,05:00,1.17863,1.17896,1.17852,1.17883,2842
2017.12.19,06:00,1.17884,1.17921,1.17866,1.17919,2218
2017.12.19,07:00,1.17918,1.17954,1.17897,1.17920,2568
2017.12.19,08:00,1.17919,1.17980,1.17897,1.17939,3343
2017.12.19,09:00,1.17940,1.18061,1.17908,1.18054,5773
2017.12.19,10:00,1.18054,1.18183,1.18016,1.18047,6912
2017.12.19,11:00,1.18049,1.18115,1.17906,1.18061,6467
2017.12.19,12:00,1.18060,1.18124,1.17995,1.18075,6038
2017.12.19,13:00,1.18074,1.18130,1.18055,1.18093,5527
2017.12.19,14:00,1.18094,1.18286,1.18078,1.18281,6353
2017.12.19,15:00,1.18282,1.18315,1.18147,1.18263,8649
2017.12.19,16:00,1.18265,1.18299,1.18042,1.18088,8680
2017.12.19,17:00,1.18086,1.18285,1.18078,1.18093,9387
2017.12.19,18:00,1.18093,1.18223,1.18046,1.18213,8726
2017.12.19,19:00,1.18214,1.18291,1.18150,1.18285,7164
2017.12.19,20:00,1.18283,1.18483,1.18277,1.18440,6774
2017.12.19,21:00,1.18441,1.18473,1.18421,1.18443,4338
2017.12.19,22:00,1.18441,1.18459,1.18397,1.18402,4775
2017.12.19,23:00,1.18401,1.18422,1.18374,1.18380,2794
2017.12.20,00:00,1.18378,1.18435,1.18372,1.18410,2619
2017.12.20,01:00,1.18412,1.18418,1.18359,1.18366,2774
2017.12.20,02:00,1.18367,1.18438,1.18349,1.18431,3234
2017.12.20,03:00,1.18431,1.18458,1.18400,1.18415,3204
2017.12.20,04:00,1.18414,1.18446,1.18409,1.18426,2550
2017.12.20,05:00,1.18426,1.18466,1.18421,1.18460,2021
2017.12.20,06:00,1.18458,1.18463,1.18404,1.18411,2202
2017.12.20,07:00,1.18411,1.18457,1.18405,1.18453,2593
2017.12.20,08:00,1.18455,1.18485,1.18288,1.18288,3874
